Game Title,HollowPoiint Videos,Sample Video URL,Sample Video Title,Steam URL,Steam App ID,Price (USD),Genres,Categories,Developer,Publisher,AAA / Indie,Steam Deck,Release Date,Review Count,Metacritic,Short Description,Platforms
A nail-biting horror game about 'russian roulette',1,https://youtube.com/watch?v=TnoEX1cLJsI,A nail-biting horror game about 'russian roulette'...,,,,,,,,,,,,,,
a psychological horror game where you have to escape from a hospital,1,https://youtube.com/watch?v=40t80UJeOAM,a psychological horror game where you have to escape from a hospital..,,,,,,,,,,,,,,
Broken Through,1,https://youtube.com/watch?v=KhrdKlw-W8k,Broken Through - FULL GAME,,,,,,,,,,,,,,
A japanese found footage horror game,1,https://youtube.com/watch?v=bmDdOBXIctA,A japanese found footage horror game.. | Chilla's Art Jisatsu - 自撮,,,,,,,,,,,,,,
A horror game about working at a cemetery,1,https://youtube.com/watch?v=sF2MVsoQI5Q,A horror game about working at a cemetery..,,,,,,,,,,,,,,
FOUND FOOTAGE HORROR,1,https://youtube.com/watch?v=ucU4aK0v_UM,FOUND FOOTAGE HORROR - Teleforum,,,,,,,,,,,,,,
A horror game where you take care of your sick sister,1,https://youtube.com/watch?v=Csn36weAaic,A horror game where you take care of your sick sister..,,,,,,,,,,,,,,
Lethal Company is actually insane,1,https://youtube.com/watch?v=X49EFrySbQU,Lethal Company is actually insane..,,,,,,,,,,,,,,
Slender: The Arrival,1,https://youtube.com/watch?v=enlBfF0dM2A,Slender: The Arrival,https://store.steampowered.com/app/252330,252330,$19.99,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",Blue Isle Studios,Blue Isle Publishing,Indie,Playable,"Oct 28, 2013","7,806 reviews",65,Slender Man returns more terrifying than ever. You're on your own. No one to help you. No one to hear you scream. Relive the horror all over again with cutting edge visuals for the 10th Anniversary Up,"Windows, Mac"
a horror game about a kidnap incident,1,https://youtube.com/watch?v=p3Aj1iIZzpc,a horror game about a kidnap incident.. | The Kidnap | 誘拐事件,,,,,,,,,,,,,,
Don't stay past midnight,1,https://youtube.com/watch?v=HcRco5XiIjw,Don't stay past midnight..,,,,,,,,,,,,,,
WAIT.. they made a new dinosaur horror game,1,https://youtube.com/watch?v=z_sdJEyWv3U,WAIT.. they made a new dinosaur horror game,,,,,,,,,,,,,,
A horror game about an obssessive EX-BOYFRIEND,1,https://youtube.com/watch?v=OqugE0qv1yQ,A horror game about an obssessive EX-BOYFRIEND..,,,,,,,,,,,,,,
The Walking Dead Destinies is so bad..😂,1,https://youtube.com/watch?v=zfizDjuVvq8,The Walking Dead Destinies is so bad..😂,,,,,,,,,,,,,,
this horror game was made by a 13 year old,1,https://youtube.com/watch?v=LJUjqyVOcgE,this horror game was made by a 13 year old..,,,,,,,,,,,,,,
A horror game about being BURIED ALIVE,1,https://youtube.com/watch?v=Gxaprrgd2kM,A horror game about being BURIED ALIVE..,,,,,,,,,,,,,,
Don't Scream or die,1,https://youtube.com/watch?v=ItK9G_Udfy4,Don't Scream or die,,,,,,,,,,,,,,
A PARK RANGER SURVIVAL HORROR,1,https://youtube.com/watch?v=ZMiB87_aPmw,A PARK RANGER SURVIVAL HORROR.. | Fears to Fathom: Ironbark Lookout,,,,,,,,,,,,,,
Dead Island 2 Haus DLC,1,https://youtube.com/watch?v=247Wqkwcc2I,Dead Island 2 Haus DLC (Full Game),https://store.steampowered.com/app/2813100,2813100,$6.99,"Action, Adventure","Single-player, Multi-player, Co-op, Online Co-op, Downloadable Content, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",Dambuster Studios,Deep Silver,AAA,Unknown,"Apr 22, 2024",241 reviews,,"Lose yourself in a surreal, psycho-horror dreamscape as you explore a mysterious villa in Malibu. Descend through madness, debauchery, and gore, where survival means confronting a new wave of unexpect",Windows
This detective horror game messed me up,1,https://youtube.com/watch?v=NSRZ4wyjcEk,This detective horror game messed me up..,,,,,,,,,,,,,,
a photorealistic cosmic horror game about UFOs,1,https://youtube.com/watch?v=XH5YiJ45CJU,a photorealistic cosmic horror game about UFOs..,,,,,,,,,,,,,,
RESIDENT EVIL 4 REMAKE SEPERATE WAYS DLC,1,https://youtube.com/watch?v=m3-dDbU7CUk,RESIDENT EVIL 4 REMAKE SEPERATE WAYS DLC - The Full Game,,,,,,,,,,,,,,
Resident Evil 4 Remake Seperate Ways DLC,1,https://youtube.com/watch?v=amG14lY3-K4,Resident Evil 4 Remake Seperate Ways DLC - Part 1 - HERE WE GO AGAIN..,,,,,,,,,,,,,,
Pumpkin Panic is hiding something DISTURBING,1,https://youtube.com/watch?v=4p-kiQEr598,Pumpkin Panic is hiding something DISTURBING..,,,,,,,,,,,,,,
Chilla's Art The Ghost Train,1,https://youtube.com/watch?v=RQi2JnmGelc,Chilla's Art The Ghost Train | 幽霊列車,https://store.steampowered.com/app/1349960,1349960,$2.99,"Action, Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",Chilla's Art,Chilla's Art,Indie,Unknown,"Jul 23, 2020",612 reviews,,The Ghost Train | 幽霊列車 is a psychological train horror game.,Windows
HELP.. This creepy stalker broke into my apartment,1,https://youtube.com/watch?v=-BfiPHxaxyU,HELP.. This creepy stalker broke into my apartment | Parasocial | パラソーシャル,,,,,,,,,,,,,,
A NEW MASCOT HORROR GAME,1,https://youtube.com/watch?v=8-zX0D3RxVQ,A NEW MASCOT HORROR GAME.. | Joyville,,,,,,,,,,,,,,
SO.. I Tried Playing Texas Chainsaw Massacre,1,https://youtube.com/watch?v=RAe2bemYhCs,SO.. I Tried Playing Texas Chainsaw Massacre,,,,,,,,,,,,,,
GREAT.. a new body cam horror game,1,https://youtube.com/watch?v=IIjGS5yRkxM,GREAT.. a new body cam horror game,,,,,,,,,,,,,,
This horror game just DELETED my soul,1,https://youtube.com/watch?v=DQLC25Auav4,This horror game just DELETED my soul..,,,,,,,,,,,,,,
ULTRA REALISTIC BACKROOMS EXPERIENCE,1,https://youtube.com/watch?v=tL0f7vT5qPo,ULTRA REALISTIC BACKROOMS EXPERIENCE.. | The Complex: Expedition,,,,,,,,,,,,,,
A new PT inspired psycological horror game,1,https://youtube.com/watch?v=b_qv7ZA8s-I,A new PT inspired psycological horror game..,,,,,,,,,,,,,,
The Callisto Protocol: Final Transmission,1,https://youtube.com/watch?v=DcxGuvl4XlI,The Callisto Protocol: Final Transmission,https://store.steampowered.com/app/2005983,2005983,$14.99,"Action, Adventure","Single-player, Downloadable Content, Steam Achievements, Full controller support, Family Sharing",Striking Distance Studios,"KRAFTON, Inc.",AAA,Unknown,"Jun 28, 2023",863 reviews,,"The biophage virus threatens to spread beyond the walls of Black Iron Prison. Fight through the derelict penitentiary in a last-ditch attempt to retrieve Mahler’s data, get it off Callisto and redeem ",Windows
I never wanna see this game again,1,https://youtube.com/watch?v=4_TvcFVZ6OA,I never wanna see this game again.. | Night Security | 夜間警備,,,,,,,,,,,,,,
WAIT.. there’s actually a dinosaur horror game 😱,1,https://youtube.com/watch?v=Iq5tOi9RINA,WAIT.. there’s actually a dinosaur horror game 😱,,,,,,,,,,,,,,
They Are Here: Alien Abduction Horror,1,https://youtube.com/watch?v=VcLtDm9cTI0,They Are Here: Alien Abduction Horror,https://store.steampowered.com/app/1547540,1547540,,"Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",DEKLAZON,PQube,Indie,Unknown,2026,No reviews,,A first-person narrative horror game about an alien abduction at Grayswood Farm. 👽 The game is inspired by such movies as “Signs” and “The X-Files”.🛸,Windows
A NEW UFO HORROR GAME,1,https://youtube.com/watch?v=rUalOEhBhZI,A NEW UFO HORROR GAME.. - Incident at Grove Lake,,,,,,,,,,,,,,
Welcome to The Greyhill Incident,1,https://youtube.com/watch?v=Jq6EuQujxcs,Welcome to The Greyhill Incident..,,,,,,,,,,,,,,
An Underwater Submarine Horror Game,1,https://youtube.com/watch?v=tYkKp74CJpw,An Underwater Submarine Horror Game.. | Sinking Iron,,,,,,,,,,,,,,
Nightmare in Squidville,1,https://youtube.com/watch?v=t3v66F9VDw8,Nightmare in Squidville..,,,,,,,,,,,,,,
A Photo-Realistic Body Cam Horror Game,1,https://youtube.com/watch?v=y0bfbMoti9o,A Photo-Realistic Body Cam Horror Game | Depart Prototype,,,,,,,,,,,,,,
Should have NEVER downloaded this game,1,https://youtube.com/watch?v=winH6gB8aVo,Should have NEVER downloaded this game.. | Open Door,,,,,,,,,,,,,,
Layers of Fear has made its RETURN,1,https://youtube.com/watch?v=Vjq4AApJP38,Layers of Fear has made its RETURN..,,,,,,,,,,,,,,
WAIT.. actually a good horror game,1,https://youtube.com/watch?v=pLPyGL2kefs,WAIT.. actually a good horror game..,,,,,,,,,,,,,,
this is NOT A KIDS GAME,1,https://youtube.com/watch?v=zWJJlJMOPr4,this is NOT A KIDS GAME - Amanda The Adventurer - FULL GAME,,,,,,,,,,,,,,
UFO SURVIVAL HORROR ,1,https://youtube.com/watch?v=D2BmY9mLsVQ,UFO SURVIVAL HORROR .. | Greyhill Incident,,,,,,,,,,,,,,
Dead Island 2 Ending,1,https://youtube.com/watch?v=Z4Ie9IQYBjk,Dead Island 2 Ending - Part 8 - A HOLLYWOOD ENDING,,,,,,,,,,,,,,
POLICE DETECTIVE HORROR,1,https://youtube.com/watch?v=nu7wuRLkSzI,POLICE DETECTIVE HORROR.. | Missing Children | 行方不明,,,,,,,,,,,,,,
LOST VHS HORROR TAPE,1,https://youtube.com/watch?v=czGyhxsgtM0,LOST VHS HORROR TAPE | Countryside 1999,,,,,,,,,,,,,,
LETS PLAY HIDE AND SEEK,1,https://youtube.com/watch?v=pUOcGGmrv1o,LETS PLAY HIDE AND SEEK | Bughouse,,,,,,,,,,,,,,
Stuck in a simulation horror,1,https://youtube.com/watch?v=fMLsVpbFO2Q,Stuck in a simulation horror.. | File Destined,,,,,,,,,,,,,,
TAKING CARE OF GRANDMPA,1,https://youtube.com/watch?v=yK3aXnmMb6c,TAKING CARE OF GRANDMPA | The Caregiver | 終焉介護,,,,,,,,,,,,,,
MY FRIENDS HAUNTED APARTMENT,1,https://youtube.com/watch?v=kOVjVV7RsSQ,MY FRIENDS HAUNTED APARTMENT.. | Stigmatized Property | 事故物件,,,,,,,,,,,,,,
A VERY DISTURBING GAME EXPERIENCE,1,https://youtube.com/watch?v=kXXfW778yvU,A VERY DISTURBING GAME EXPERIENCE.. | The Karaoke | ヒトカラ,,,,,,,,,,,,,,
Welcome to THE LAST OF US PART 1 PC,1,https://youtube.com/watch?v=HhP-oyYD2sI,Welcome to THE LAST OF US PART 1 PC,,,,,,,,,,,,,,
Resident Evil 5 Ending,1,https://youtube.com/watch?v=wQeMBM7-B1s,Resident Evil 5 Ending - Part 5 - ACTUALLY A GOOD ENDING,,,,,,,,,,,,,,
a new Backrooms realistic horror,1,https://youtube.com/watch?v=1PaWWBI2X08,a new Backrooms realistic horror..,,,,,,,,,,,,,,
Resident Evil 5: 14 YEARS LATER,1,https://youtube.com/watch?v=nr-wV_j4Xog,Resident Evil 5: 14 YEARS LATER..,,,,,,,,,,,,,,
DEAD ISLAND 2 NEW GAMEPLAY,1,https://youtube.com/watch?v=2DLJXjGqJO4,DEAD ISLAND 2 NEW GAMEPLAY..,,,,,,,,,,,,,,
so.. this is RESIDENT EVIL VILLAGE on PSVR2,1,https://youtube.com/watch?v=ZX8LIkfuBSk,so.. this is RESIDENT EVIL VILLAGE on PSVR2,,,,,,,,,,,,,,
Careful going to the neighbors house,1,https://youtube.com/watch?v=at2dtbagRU4,Careful going to the neighbors house..,,,,,,,,,,,,,,
This Resident Evil 4 Remake,1,https://youtube.com/watch?v=VlcUzmewJfo,This Resident Evil 4 Remake Gameplay LOOKS INCREDIBLE..,,,,,,,,,,,,,,
Atomic Heart,1,https://youtube.com/watch?v=vsNPY-YeTls,Atomic Heart - Part 4 - ABSOLUTELY TERRIFYING,https://store.steampowered.com/app/668580,668580,$59.99,"Action, Adventure, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Stereo Sound, Surround Sound, Steam Cloud, Family Sharing",Mundfish,"Focus Entertainment, 4Divinity",AAA,Verified,"Feb 20, 2023","34,232 reviews",76,"In a mad and sublime utopian world, take part in explosive encounters. Adapt your fighting style to each opponent, use your environment and upgrade your equipment to fulfill your mission. If you want ",Windows
I really need to delete this game,1,https://youtube.com/watch?v=zD9kHv9XOXw,I really need to delete this game..,,,,,,,,,,,,,,
they made a Garfield Horror Game,1,https://youtube.com/watch?v=L-dK87uRk-E,they made a Garfield Horror Game..,,,,,,,,,,,,,,
NEVER take this elevator,1,https://youtube.com/watch?v=igV8_S0v440,NEVER take this elevator..,,,,,,,,,,,,,,
A HOME BREAK-IN HORROR,1,https://youtube.com/watch?v=M5AiyNa7GvA,A HOME BREAK-IN HORROR.. | Fears to Fathom Carson House (Episode 3),,,,,,,,,,,,,,
This horror game ended my existence,1,https://youtube.com/watch?v=LFiL9QbdIu4,This horror game ended my existence.. | September 7th,,,,,,,,,,,,,,
Metal Gear Solid Remake?,1,https://youtube.com/watch?v=Yw4MZp1VuWo,Metal Gear Solid Remake? - The Last of Us 2023 & MORE..,https://store.steampowered.com/app/2417610,2417610,$69.99,"Action, Adventure","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Stereo Sound, Subtitle Options, Surround Sound, Steam Cloud, HDR available, Family Sharing",KONAMI,KONAMI,AAA,Unsupported,"Aug 28, 2025","11,501 reviews",,"A remake of the 2004 game METAL GEAR SOLID 3: SNAKE EATER, with the same gripping story and engrossing world, now with all new graphics and 3D audio that enhance the jungle atmosphere. Get ready for t",Windows
Why do I keep coming back to this game,1,https://youtube.com/watch?v=0phnm2ZhmaE,Why do I keep coming back to this game..,,,,,,,,,,,,,,
NEVER dump your ex-girlfriend before christmas,1,https://youtube.com/watch?v=Pco_GMX7geU,NEVER dump your ex-girlfriend before christmas..,,,,,,,,,,,,,,
I tried revisiting Demon's Souls,1,https://youtube.com/watch?v=g6VmHWqIAXw,I tried revisiting Demon's Souls..,,,,,,,,,,,,,,
These jumpscares TOOK ME OUT,1,https://youtube.com/watch?v=gYvqgATIGWc,These jumpscares TOOK ME OUT..,,,,,,,,,,,,,,
A new hyper realistic ghost horror game,1,https://youtube.com/watch?v=YXYIRo2GQ4Q,A new hyper realistic ghost horror game.. | LUTO,,,,,,,,,,,,,,
The Devil in Me ENDING,1,https://youtube.com/watch?v=-w6Sfdw78qQ,The Devil in Me ENDING - Part 5 (Good Ending),,,,,,,,,,,,,,
OK.. actually a good horror game,1,https://youtube.com/watch?v=POI3a64tvlA,OK.. actually a good horror game,,,,,,,,,,,,,,
Stuck INSIDE THE BACKROOMS,1,https://youtube.com/watch?v=XGeTmEGhrWo,Stuck INSIDE THE BACKROOMS..,,,,,,,,,,,,,,
Resident Evil 8 Village Shadows of Rose DLC ENDING,1,https://youtube.com/watch?v=rGgzTBDd0EY,Resident Evil 8 Village Shadows of Rose DLC ENDING - Part 3 - A SAD GOODBYE,,,,,,,,,,,,,,
THE DEVIL IN ME,1,https://youtube.com/watch?v=J2ymtE6wb1g,THE DEVIL IN ME,https://store.steampowered.com/app/1567020,1567020,$39.99,Adventure,"Single-player, Multi-player, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",Supermassive Games,Bandai Namco Entertainment Europe,AAA,Verified,"Nov 17, 2022","3,441 reviews",,A group of documentary film makers receive a mysterious call inviting them to a modern-day replica of serial killer H.H. Holmes ‘Murder Castle’. But on arrival they soon discover they’re being watched,Windows
I CANT BELIEVE MY EYES,1,https://youtube.com/watch?v=QzGci1HK_bQ,I CANT BELIEVE MY EYES.. - Resident Evil 4 Remake (New Gameplay),,,,,,,,,,,,,,
They made another P.T clone,1,https://youtube.com/watch?v=IDun7Cw2EyA,They made another P.T clone,,,,,,,,,,,,,,
Never go camping in the woods at night,1,https://youtube.com/watch?v=VPfYMEMdJMc,Never go camping in the woods at night,,,,,,,,,,,,,,
Exploring an abandoned ghost ship,1,https://youtube.com/watch?v=BiIHbasYGFM,Exploring an abandoned ghost ship..,,,,,,,,,,,,,,
GRANDMA HORROR,1,https://youtube.com/watch?v=50m-rEBVe20,GRANDMA HORROR | Again and Again,,,,,,,,,,,,,,
SHE'S WAITING IN THE BASEMENT,1,https://youtube.com/watch?v=NG_jZobXMPU,SHE'S WAITING IN THE BASEMENT.. | Again and Again,,,,,,,,,,,,,,
This game needs to CHILL,1,https://youtube.com/watch?v=IMl2VFuV1YQ,This game needs to CHILL.. | Home Sweet Home - Ending,,,,,,,,,,,,,,
HIDE AND SEEK,1,https://youtube.com/watch?v=8d4Kl2iosqA,HIDE AND SEEK | Home Sweet Home - Part 3,https://store.steampowered.com/app/2247670,2247670,$4.99,"Action, Indie, Massively Multiplayer","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Family Sharing",HIDY GAME,HIDY GAME,Indie,Unknown,"Mar 29, 2024",No reviews,,"This is a very fun, fast, and simple game that can be played by both adults and children. In this game, there are two teams, one of which hides, while the other seeks.",Windows
THE CABIN IN THE WOODS,1,https://youtube.com/watch?v=oNAHO0w3Gz0,THE CABIN IN THE WOODS | Home Sweet Home - Part 2,,,,,,,,,,,,,,
PSYCHOLOGICAL THAI HORROR,1,https://youtube.com/watch?v=2BX7kEEgGTU,PSYCHOLOGICAL THAI HORROR | Home Sweet Home,,,,,,,,,,,,,,
Night at the Gates of Hell,1,https://youtube.com/watch?v=Y4uZQRTe1lg,Night at the Gates of Hell,https://store.steampowered.com/app/2026870,2026870,$11.99,Action,"Single-player, Steam Achievements, Full controller support, Family Sharing","Black Eyed Priest, Henry Hoare",Torture Star Video,Indie,Playable,"Sep 14, 2022",771 reviews,,"From the sick mind behind Bloodwash, Jordan King, comes his latest experiment in terror. Inspired by the Italian zombie flicks from Lucio Fulci and Bruno Mattei, Night of the Gates of Hell promises to",Windows
Welcome to SCORN,1,https://youtube.com/watch?v=vpAsgkaScug,Welcome to SCORN,,,,,,,,,,,,,,
The Haunting of Hotel Greenwood,1,https://youtube.com/watch?v=65lZO_ICpaw,The Haunting of Hotel Greenwood,,,,,,,,,,,,,,
The Radio Station,1,https://youtube.com/watch?v=HQrhp8x2OmI,The Radio Station | 深夜放送,https://store.steampowered.com/app/1744910,1744910,$4.99,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",Chilla's Art,Chilla's Art,Indie,Unknown,"Oct 30, 2021",454 reviews,,The Radio Station | 深夜放送 is a Japanese psychological horror game.,Windows
ULTRA REALISTIC HORROR,1,https://youtube.com/watch?v=aRBUF7PKNyk,ULTRA REALISTIC HORROR | The Complex: Found Footage,,,,,,,,,,,,,,
YEAH.. absolutely not,1,https://youtube.com/watch?v=AYHiToHo8EY,YEAH.. absolutely not | The Bridge Curse Road to Salvation (ENDING),,,,,,,,,,,,,,
HER GHOST IS HERE,1,https://youtube.com/watch?v=G-ptTUmvVls,HER GHOST IS HERE | The Bridge Curse Road to Salvation - Part 2,,,,,,,,,,,,,,
A NEW TAIWANESE HORROR GAME,1,https://youtube.com/watch?v=6GVeKSTQ9Cw,A NEW TAIWANESE HORROR GAME.. | The Bridge Curse Road to Salvation,,,,,,,,,,,,,,
DEAD ISLAND 2 GAMEPLAY,1,https://youtube.com/watch?v=xHuL6OJrEqo,DEAD ISLAND 2 GAMEPLAY,,,,,,,,,,,,,,
The Mandela Catalogue,1,https://youtube.com/watch?v=ipeMlJMzXd4,The Mandela Catalogue.,,,,,,,,,,,,,,
The Floor is Breathing,1,https://youtube.com/watch?v=gmOs-TIdrFY,The Floor is Breathing,,,,,,,,,,,,,,
Careful driving through this village alone at night,1,https://youtube.com/watch?v=MNn-qFN-zwo,Careful driving through this village alone at night | BEWARE,,,,,,,,,,,,,,
GRANDMA.. put the knife down,1,https://youtube.com/watch?v=SA7UgZqMJPA,GRANDMA.. put the knife down | The Mortuary Assistant,,,,,,,,,,,,,,
I don’t want to work here anymore,1,https://youtube.com/watch?v=XoZ1TSP7ERA,I don’t want to work here anymore.. | The Mortuary Assistant,,,,,,,,,,,,,,
i played 3 random horror games,1,https://youtube.com/watch?v=yDNnw6iwtkg,i played 3 random horror games..,,,,,,,,,,,,,,
The Last of Us Remake PS5,1,https://youtube.com/watch?v=z3O1WXC19cs,The Last of Us Remake PS5  - NEW GAMEPLAY,https://store.steampowered.com/app/1888930,1888930,$59.99,"Action, Adventure","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Adjustable Text Size, Camera Comfort, Color Alternatives, Custom Volume Controls, Adjustable Difficulty, Narrated Game Menus, Save Anytime, Stereo Sound, Subtitle Options, Surround Sound, Steam Cloud, Remote Play on TV, Family Sharing","Naughty Dog LLC, Iron Galaxy Studios",PlayStation Publishing LLC,AAA,Verified,"Mar 28, 2023","60,286 reviews",,"Discover the award-winning game that inspired the critically acclaimed television show. Guide Joel and Ellie through a post-apocalyptic America, and encounter unforgettable allies and enemies in The L",Windows
MADiSON,1,https://youtube.com/watch?v=psky3TI97_s,MADiSON - Full Game Walkthrough in 4K,https://store.steampowered.com/app/1670870,1670870,$34.99,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",BLOODIOUS GAMES,BLOODIOUS GAMES,AA,Verified,"Jul 7, 2022","2,870 reviews",,"MADiSON is a first person psychological horror game that delivers an immersive and terrifying experience. With the help of an instant camera, connect the human world with the beyond, take pictures and",Windows
Blue Knees is REAL,1,https://youtube.com/watch?v=ZOOA3SP1RWg,Blue Knees is REAL - MADiSON - Part 4 (ENDING),,,,,,,,,,,,,,
The 4 Sacrifices,1,https://youtube.com/watch?v=Ug51zXmF0eE,The 4 Sacrifices - MADiSON - Part 3,,,,,,,,,,,,,,
I'm actually PANICKING right now,1,https://youtube.com/watch?v=yTZCt0wZXp8,I'm actually PANICKING right now.. - MADiSON - Part 2,,,,,,,,,,,,,,
YUP.. This game is terrifying,1,https://youtube.com/watch?v=K-iSgLeyfxw,YUP.. This game is terrifying - MADiSON - Part 1,,,,,,,,,,,,,,
THEY MADE A NEW SPONGEBOB HORROR GAME,1,https://youtube.com/watch?v=-BMcTT49IZM,THEY MADE A NEW SPONGEBOB HORROR GAME - The True Ingredients,,,,,,,,,,,,,,
im never playing VHS horror games again,1,https://youtube.com/watch?v=Yok4OAYujkw,im never playing VHS horror games again,,,,,,,,,,,,,,
RESIDENT EVIL 3 REMAKE PS5,1,https://youtube.com/watch?v=OceoQsH862o,RESIDENT EVIL 3 REMAKE PS5 Full Game Walkthrough - 4K 60FPS RAY TRACING,,,,,,,,,,,,,,
RESIDENT EVIL 2 REMAKE PS5,1,https://youtube.com/watch?v=VZCWTQ1B2J8,RESIDENT EVIL 2 REMAKE PS5  - 4K 60FPS RAY TRACING GAMEPLAY,,,,,,,,,,,,,,
THE LAST OF US REMAKE.. (PS5),1,https://youtube.com/watch?v=VZK6XdCLl90,THE LAST OF US REMAKE.. (PS5),,,,,,,,,,,,,,
Something is hiding inside these tunnels,1,https://youtube.com/watch?v=RPFbcKcVPiw,Something is hiding inside these tunnels,,,,,,,,,,,,,,
THE SCARIEST GAME OF 2022,1,https://youtube.com/watch?v=qew2O7Rxp3Q,THE SCARIEST GAME OF 2022 - The Backrooms 1998,,,,,,,,,,,,,,
NEW THE CALLISTO PROTOCOL GAMEPLAY (PS5),1,https://youtube.com/watch?v=GqoWMJi9pjs,NEW THE CALLISTO PROTOCOL GAMEPLAY (PS5),,,,,,,,,,,,,,
NEW RESIDENT EVIL 4 REMAKE (PS5),1,https://youtube.com/watch?v=lbOsgRKLYGw,NEW RESIDENT EVIL 4 REMAKE (PS5),,,,,,,,,,,,,,
she wont leave me alone,1,https://youtube.com/watch?v=P9OnKBFN7Dk,she wont leave me alone.. | Layers of Fear Ending,,,,,,,,,,,,,,
a PSYCHEDELIC horror game,1,https://youtube.com/watch?v=szcrvpN1yv4,a PSYCHEDELIC horror game | Layers of Fear - Part 1,,,,,,,,,,,,,,
he is hiding in my house,1,https://youtube.com/watch?v=cN8NpLhqsFw,he is hiding in my house..,,,,,,,,,,,,,,
YEAH.. this game was a bad idea,1,https://youtube.com/watch?v=51d4dgDHERE,YEAH.. this game was a bad idea | Within Skerry,,,,,,,,,,,,,,
Why do i keep playing these games,1,https://youtube.com/watch?v=3kXa1Z5Wa-o,Why do i keep playing these games.. | The Open House,,,,,,,,,,,,,,
MOMMY LONG LEGS WANTS TO PLAY,1,https://youtube.com/watch?v=YPI3EloXqb0,MOMMY LONG LEGS WANTS TO PLAY | Poppy Playtime (Chapter 2),,,,,,,,,,,,,,
WARNING: this kids game is cursed,1,https://youtube.com/watch?v=S_-lznwB0FQ,WARNING: this kids game is cursed..,,,,,,,,,,,,,,
I Paid $3 For This Horror Game,1,https://youtube.com/watch?v=ORkOf02j1So,I Paid $3 For This Horror Game | The Night of the Scissors,,,,,,,,,,,,,,
never working The Closing Shift,1,https://youtube.com/watch?v=dBCC7r701V8,never working The Closing Shift..,,,,,,,,,,,,,,
A World War Horror Game,1,https://youtube.com/watch?v=PlJ-Jdx-TY0,A World War Horror Game,,,,,,,,,,,,,,
A PUPPET HORROR,1,https://youtube.com/watch?v=7jK0UMOcO0o,A PUPPET HORROR - My Friendly Neighborhood,,,,,,,,,,,,,,
The Smiling Man,1,https://youtube.com/watch?v=Ag1qKADQatc,The Smiling Man.,,,,,,,,,,,,,,
THE WOLF AMONG US 2,1,https://youtube.com/watch?v=g76MLJI6xIA,THE WOLF AMONG US 2..,,,,,,,,,,,,,,
DYING LIGHT 2 PS5 Collectors Edition Unboxing,1,https://youtube.com/watch?v=WHdjWiht110,DYING LIGHT 2 PS5 Collectors Edition Unboxing,,,,,,,,,,,,,,
so.. played the BACKROOMS GAME,1,https://youtube.com/watch?v=y0Lf76NujA4,so.. played the BACKROOMS GAME..,,,,,,,,,,,,,,
Dying Light: The Following Ending,1,https://youtube.com/watch?v=zW_UdV9lr-w,Dying Light: The Following Ending - PLEASE DONT END LIKE THIS.. 😢,,,,,,,,,,,,,,
Broken Veil,1,https://youtube.com/watch?v=LL4uaOZ1l0o,Broken Veil - Absolutely Creepy,https://store.steampowered.com/app/1587600,1587600,,"Action, Adventure, Indie","Single-player, Partial Controller Support, Family Sharing",Sinistrum Games,Sinistrum Games,Indie,Unknown,To be announced,No reviews,,Broken Veil is a puzzle platformer with horror elements. Experience a post-soviet provincial Russian town through the eyes of a young boy and help him search through the faceless crowd for the most im,Windows
The Backrooms Found Footage is TERRIFYING,1,https://youtube.com/watch?v=RXI-G64NQ3E,The Backrooms Found Footage is TERRIFYING..,,,,,,,,,,,,,,
She’s waiting for me,1,https://youtube.com/watch?v=yNGSMhQTOZw,She’s waiting for me..,,,,,,,,,,,,,,
this fan made Halloween horror game is TERRYFYING,1,https://youtube.com/watch?v=n7S16zTi8J8,this fan made Halloween horror game is TERRYFYING..,,,,,,,,,,,,,,
Im not alone down here,1,https://youtube.com/watch?v=mWtVtwt3X5A,Im not alone down here.,,,,,,,,,,,,,,
NEVER sneak into your neighbors house at night,1,https://youtube.com/watch?v=Uvy4TAj34kE,NEVER sneak into your neighbors house at night..,,,,,,,,,,,,,,
A HITCHICKING HORROR GAME,1,https://youtube.com/watch?v=ihIkwmvo0Mc,A HITCHICKING HORROR GAME.. | Fears to Fathom - Episode 2,,,,,,,,,,,,,,
